filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
"065. Sergei Prokofiev - Romeo and Juliet, Suite No. 2 from the ballet, Op. 64b.wav",0.2868873,0.08063552,0.07557794,0.00061014615,1817.8247024330394,151996.14656894343,1860.2028873317772,76661.69708365545,3454.362445276219,591776.3201419128,0.10430057868130804,0.0009041530144225028,3.278625e-07,0.004343452,1.7537183e-06,0.00054853386,107.666015625,-152.48909,2018.9895,122.66014,687.8286,-33.29925,130.62544,25.472996,64.396614,-6.693477,60.978752,1.6788105,73.99873,-9.973191,42.7469,0.015649093,42.213554,-6.6613436,55.86629,3.3920484,41.325592,-8.235786,60.240845,-0.16760471,66.568886,-4.870457,50.027786,-2.5902872,49.997997,-4.8395534,52.802216,0.27021837,35.48472,-2.0240815,40.162525,2.9360676,53.846107,-5.0904655,93.77888,-0.9778097,66.78276,classical
066. George Bizet - The Pearlfishers.wav,0.28953522,0.086937934,0.033112224,0.00085934094,1333.5644403196086,118257.67678003277,1483.0692114017666,150643.42490088043,2421.73535609762,646290.2169748785,0.07923837195239938,0.0010485842081702195,0.00012862665,0.0016041482,6.3291736e-05,7.531273e-05,151.99908088235293,-331.7882,12308.767,152.29964,1124.4092,-23.742804,1144.6122,20.841341,147.78534,1.2156438,175.00856,-15.429796,408.1313,-12.954587,114.87248,5.052226,151.04724,-13.319259,184.15005,-8.816508,89.25525,-5.902959,50.46723,-0.8142445,69.473076,-5.493168,83.16685,-5.0221443,50.097767,-5.7509713,65.88933,-1.2653779,43.352196,-3.2399464,56.20133,-1.4203612,35.813946,-4.604084,45.188976,-3.9976883,56.798725,classical
"067. Johannes Brahms - Symphony No. 3 in F Major, Op. 90.wav",0.25766575,0.08836925,0.012983517,5.364898e-05,887.8160372907281,24316.075975086565,1232.8538252960836,38928.60054194569,1559.1655719390963,188367.26547261167,0.04065735052244582,0.00012972746262032378,3.2582471e-07,0.0002052144,1.6579727e-07,2.6737564e-06,172.265625,-451.04465,1018.21063,178.68898,274.86902,-9.928621,118.89999,23.604033,208.63727,5.54127,72.72028,-3.6200347,53.018517,-8.125806,73.390755,-10.384494,56.214428,-9.628336,50.777065,-8.764917,29.69703,-11.432956,51.351948,-6.6633563,35.163197,-8.010287,59.44145,-7.7701697,62.948204,-5.9684334,48.044945,-3.673027,34.19493,-1.3505497,60.858696,-0.59761554,79.8344,-1.8257055,60.065247,-2.9309742,74.62639,classical
"068. Antonio Vivaldi - The four Seasons, Winter, Op. 8_4.wav",0.20400843,0.08243656,0.02194417,0.00015737001,1644.082983105434,140883.00051488765,1742.0856347157023,56769.820591307165,3064.6564684416117,442513.9735492378,0.09374811036667957,0.0016171646156270723,-3.7371312e-05,0.0005980905,-5.635014e-05,7.834214e-06,151.99908088235293,-354.1478,2617.0906,117.82948,374.39822,-19.271107,158.01079,34.65375,77.57387,2.7058532,75.91061,-6.1526914,58.79429,-8.747103,70.6758,5.576048,85.69476,-7.1525583,106.27742,2.4791985,122.38233,-3.737162,137.95216,1.814424,227.91675,5.2349896,184.88765,5.5835533,91.26114,6.10296,191.98454,3.5756085,161.10625,-3.923841,70.81352,-1.499152,99.7754,-0.0006058164,117.55167,2.0997655,139.19379,classical
"069. Edvard Grieg - Peer Gynt Suite No. 1, Op. 46.wav",0.31286514,0.08444863,0.01503273,3.2161435e-05,994.5049301194396,60482.86298614195,1386.9501496494615,45083.05207269001,1777.005921354973,390126.7966212258,0.05004542678502322,0.0003148846835371329,-8.700981e-05,0.0001500512,-0.00016150235,3.3621276e-05,151.99908088235293,-388.6416,3017.6992,176.03749,340.91492,-4.619303,178.23405,26.136562,85.862236,-0.025651962,96.11558,4.512258,35.832745,-3.386259,50.06189,-3.917285,68.555305,-8.349931,48.265648,-2.652369,59.825306,-5.334553,81.9814,-0.37491223,45.726616,-1.7770498,63.979477,1.0673243,54.126064,-3.2419653,49.241177,0.9651848,45.28028,-3.858434,47.290005,0.8416608,51.89081,0.71911913,53.630093,0.8962533,77.25469,classical
07  Allegri - Miserere mei.flac,0.1952264,0.08409453,0.05451892,0.00084347086,1335.4705758125485,101589.84077145711,1408.980628740164,136154.66577249346,2416.8437190100135,922333.6718346621,0.07094099204237617,0.00017807883498806447,-4.3373208e-07,0.0037034273,-1.4121444e-05,2.3426797e-05,151.99908088235293,-325.31653,3187.772,125.07509,423.80746,-36.71618,672.8172,12.640255,323.52893,-1.2019335,174.64915,-33.617134,166.72198,-20.36414,180.08105,-6.8239074,117.78848,-30.20388,161.99075,-3.266267,223.08626,-1.8508025,128.27646,1.6894325,136.41791,5.3526735,173.20949,3.8721929,201.02933,4.081676,128.70934,-4.361633,200.35205,-1.8762965,79.90363,2.5870538,153.9595,-0.9045654,177.08086,-4.665423,188.03079,classical
"07  Haydn - Trumpet Concerto in E flat major, Hob.VIIe-1; III. Finale; Allegro.flac",0.24878909,0.0862745,0.0351016,0.00046299616,1603.808637958175,115891.12049189727,1502.3400730454825,55788.95784377675,2872.957627618276,372957.29419567354,0.10792262782991487,0.0008227725806104773,-0.0040269243,0.0013667737,-0.00027216654,8.177302e-05,92.28515625,-291.21066,4149.895,126.96792,1009.69507,-52.56994,250.37607,22.27441,196.27707,-7.4975533,117.92785,-1.93024,87.6751,-3.422196,89.5963,-3.7358503,78.71555,-5.2159076,83.05432,-0.0636283,130.75581,-0.7206421,133.60541,1.8560222,89.62622,4.201927,101.645996,3.6108387,96.64455,0.73412484,129.529,2.3134513,118.00999,-1.8446672,98.05075,2.3426373,91.46681,2.7334466,122.71234,1.547454,189.91728,classical
07  Juventino Rosas - Sobre las olas (Über den Wellen) (Over the Waves).flac,0.2812369,0.081217214,0.09023209,0.001481273,1997.523192278619,128354.24182493007,1940.4594608852208,48356.824524985204,3863.4516382365036,467354.7603528731,0.1258945524138932,0.0009920476304867637,-4.5330122e-08,0.007607659,-1.3338353e-05,0.00040507986,151.99908088235293,-143.32979,3583.0742,112.484215,579.068,-25.04907,212.34322,32.057117,85.002815,-15.804905,47.398163,2.986176,47.877666,-13.362579,36.426895,-3.5388324,60.73388,-15.405917,64.60543,-4.6619225,50.84318,-8.325851,97.6767,0.18786281,84.2113,-8.401009,75.87333,-4.180076,66.27247,-2.6844451,46.328476,1.6108621,35.324303,-5.909447,30.678593,-3.5719123,92.47154,-8.52859,110.9939,4.709523,238.00476,classical
"07  Mendelssohn - Lied ohne Worte (Song without Words) No. 30 in A major, Op. 62, No. 6, ''Frühlingslied'' (Spring Song).flac",0.1895927,0.082099415,0.038622793,0.00037287988,669.0543145908717,16902.108311014883,708.181127412857,20524.756962306965,953.1609030330883,105521.377738361,0.04702163554566564,0.00010320709952558175,-9.364727e-06,0.0016171886,-6.7270514e-05,5.3297936e-05,172.265625,-407.12045,4101.7974,190.11697,532.6734,15.115728,969.583,0.032411464,151.24677,3.1929343,123.97603,-13.050161,70.731094,-18.648228,49.074787,-16.936693,46.055305,-16.76455,59.505745,-13.388935,93.8091,-9.15027,107.90331,-1.2358495,138.25237,3.7229657,134.88512,0.5698195,105.37402,-1.1095103,119.55609,-3.3788114,119.65991,-6.042823,92.265785,-3.976883,88.560196,-3.4382188,86.4772,-5.5809116,106.093124,classical
"07  Mozart - Oboe Quartet in F major, K. 370; II. Adagio.flac",0.23079981,0.086555496,0.051990014,0.00050475646,1318.2053663608415,66269.4283071338,1282.5431067615202,68826.84477758277,2270.9196013931887,255854.02187322231,0.08442579334365326,0.0008724776766749003,3.582412e-07,0.003099946,-1.3879002e-05,1.3043452e-05,172.265625,-309.92297,1582.777,134.71667,804.03674,-51.024357,508.6562,18.716457,186.13428,-5.432525,110.24816,-7.6781726,91.540596,-12.478302,95.88041,-12.472578,204.56532,-16.145979,256.92773,-8.268316,263.18228,-10.927387,345.44833,-11.159169,377.6599,-2.4943192,258.7826,-9.141422,265.83463,-13.462522,138.12947,-12.28768,97.17527,-6.956051,82.6371,-1.7186164,108.80246,-7.463841,225.73814,-10.453952,316.46228,classical
"07  Puccini - Turandot, Act III Scene 1; Nessun dorma.flac",0.2893916,0.094076514,0.026940763,0.00033956484,1666.7539597731452,258699.0941904556,1568.5091500850097,97857.29148369448,2895.8991555606617,744192.7690757328,0.10960855867840558,0.00233077751837073,-0.004276945,0.00077818724,-9.088921e-05,8.863377e-05,172.265625,-328.23398,3651.902,129.59157,1255.3187,-40.18064,865.5534,37.17142,192.58772,4.01849,471.63617,-19.061827,248.52351,-0.14525135,119.98938,10.547768,153.82735,-25.853737,292.47046,5.758351,194.23589,-1.0614909,116.59213,0.4124378,104.81648,-2.5476682,81.3135,3.1458883,50.592827,-4.60327,76.95953,-3.2608912,60.041504,-4.9246163,99.267296,0.3915595,84.90931,-7.108418,117.79398,-2.5737655,159.97694,classical
"07  R. Strauss - Also sprach Zarathustra, Op. 30, TrV 176; Introduction.flac",0.2723821,0.093609504,0.07112575,0.0015851795,1094.7844055821097,156147.82417636047,1219.5861987814537,152246.58078959846,2111.1789006566855,738621.4974950373,0.07579205870259288,0.0005853968225588416,-3.6163992e-06,0.0055420226,-2.1346681e-05,0.0002627715,151.99908088235293,-269.4272,10954.218,167.35645,1128.6616,-14.557003,341.92117,30.533487,133.6641,12.707605,302.0917,7.850937,53.547104,3.0102549,72.499535,3.7281203,28.255266,-3.4781067,45.507202,-0.9753935,52.329353,-1.8950648,31.105976,-0.44307452,37.145073,4.407172,67.5605,7.589177,125.4903,3.054173,126.682144,2.3715062,21.63298,-2.3947203,116.13486,2.0635424,189.66887,6.94021,152.77536,8.847548,94.19157,classical
"07  Vivaldi - Flautino Concerto in C major, RV 443; II. Largo.flac",0.16455463,0.08209859,0.090489596,0.0008790316,1963.6313893115703,125162.48530895961,1993.9674876421147,105505.21461064657,3434.554231720443,1630425.8727798858,0.148145362688661,0.0010882295905720468,-0.006201666,0.008109893,-0.0005056464,0.0002086355,80.74951171875,-224.5091,755.4758,95.87244,233.06328,-12.36016,257.88754,23.835583,98.79787,21.107483,73.400536,25.696491,272.2589,-8.501067,183.86653,-10.019016,249.05962,-0.6991954,274.22568,7.9109387,144.20581,-12.597374,199.60866,-2.148772,179.42819,-5.999622,291.90863,-1.4934708,220.95828,-1.7520268,110.63852,8.768486,84.29934,-0.7855546,99.89116,3.9352336,132.72777,0.76619923,176.0663,7.1499295,150.1549,classical
"070. Vienna Symphony Orchestra - The Sleeping Beauty, Ballet Suite, Op. 66a.wav",0.28941965,0.08504857,0.03707378,0.00083938095,1145.2096482516304,83145.31828740802,1359.5142699133812,19685.260429467926,2101.962289721604,447254.1917777178,0.06275887976489938,0.0005530782939397546,0.00022814523,0.0014716146,-0.000109607674,0.00018640982,161.4990234375,-298.5891,12907.55,155.49086,457.76007,-21.035763,1078.3667,24.011026,181.91707,-7.5317564,79.87453,-0.62158555,60.063274,-3.72775,43.90042,-0.956377,29.072523,-4.4464655,43.48376,-0.88833946,32.542744,-1.3366275,44.835133,1.5111523,51.72065,2.6453676,62.298733,-0.9165541,44.08113,-2.1059887,40.736637,-0.77848464,38.021812,-0.26542452,65.37517,0.3944758,68.01305,-1.2727299,59.215843,-2.513041,62.94267,classical
"071. Antonín DVOŘÁK - Slavonic Dances, Op. 72.wav",0.2490535,0.08324685,0.03982512,0.00047221748,1155.9437921436197,53370.63676355558,1346.5978983107698,68849.65844336107,2037.1460149900831,319879.5544386091,0.06931099434017028,0.00041345705345374,7.853434e-05,0.0018121549,8.8944995e-05,4.6162997e-05,112.34714673913044,-313.85565,6949.3066,162.1271,352.53403,-19.941587,381.1743,19.988441,119.1328,-4.18686,137.98743,-4.3869247,142.68225,-9.693737,91.066055,-11.183874,115.73421,-17.82705,86.72875,-4.5157423,55.340725,-2.825001,116.265144,-1.1551473,64.01141,-0.41742483,80.997536,3.0881095,58.644073,-0.6984298,71.42996,0.9210502,52.237568,-3.0786493,61.20883,-2.8358948,112.67161,-0.7051071,99.851494,7.2599106,85.63238,classical
"072. London Philharmonic Orchestra - The Messiah, HWV 56.wav",0.2975518,0.08991279,0.053901583,0.00042478708,1734.5463612902342,62315.531097587795,1847.2302974270626,38279.492081052376,3131.497730928309,226555.74592184855,0.08777308980746903,0.0002711450608051398,2.3446616e-07,0.0021151958,-3.9707703e-07,0.00037890233,95.703125,-198.92839,3660.7085,120.10149,677.02905,-37.10308,157.11098,15.210601,119.28829,-1.9319293,187.44406,-14.354327,53.831257,-4.918406,92.19848,-3.5035057,74.59945,-17.803417,76.19419,0.9173862,57.693947,-3.5838528,112.36213,-3.6589046,73.60675,-6.75782,57.617325,0.7516333,84.62922,-1.4966829,158.84357,3.301825,242.26694,-4.117618,201.71382,0.23225091,51.525234,-10.978006,99.709114,-8.779376,71.881714,classical
"073. Wolfgang Amadeus Mozart - Serenade No. 13 in G Major, K.525 _Eine kleine Nachtmusik_.wav",0.28003466,0.085536696,0.0390799,0.0010087937,1646.2607502633086,174375.46242342162,1777.6343930201704,77903.06628102026,3293.7884162454043,588384.041097887,0.08470999419504643,0.0010979202785038,-0.0002528396,0.0020832764,-0.00031198253,0.00010322602,143.5546875,-289.00156,10318.551,114.31219,808.3504,-21.384483,295.4062,31.637629,87.409,-1.6256952,111.98287,1.6617891,49.335037,0.51476663,42.471703,0.527624,81.80978,-1.15951,63.277985,-5.443048,90.624695,-11.8716135,103.66032,-0.48478618,205.57722,2.7010572,275.49966,2.3543706,147.27446,3.2872896,98.72364,4.3132257,62.503986,-3.9334328,49.763588,-2.6133482,57.76059,-1.9260163,68.53048,-1.1662571,79.473145,classical
074. Richard Strauss - Also sprach Zarathustra - Tone Poem For Large Orchestra.wav,0.3103532,0.088413075,0.05724246,0.0013881931,1326.1405533130905,219480.11495510695,1429.5894819201342,139171.77782696634,2597.75095842202,891545.9922985599,0.09361130091428019,0.001477182234689545,-6.8237805e-06,0.0035193441,0.00012779351,0.00032823763,143.5546875,-261.09985,8690.629,134.62799,1306.3218,-14.412778,297.7805,34.89022,150.27484,15.029738,176.14789,11.638395,48.740253,4.4882493,74.81874,6.1274652,40.990116,-1.6224627,25.95575,1.66496,39.831833,3.388969,62.10249,2.1542518,31.302855,3.4197128,76.51896,6.759666,104.22175,3.3550766,116.41743,0.6024764,32.49766,-3.41722,86.23712,-0.7172457,158.74715,2.9856172,98.58283,7.8555927,91.72199,classical
"075. Georg Philipp Telemann - Concerto for Viola, Orchestra and b.c. in G Major.wav",0.26284868,0.083068095,0.06410264,0.00061389105,1771.282579134893,135458.503987159,1969.9265933295842,53219.90063072828,3486.3789183436534,568662.5638408689,0.08812682916505418,0.0009691336314871456,-0.0003182415,0.003947222,-0.0004560085,0.00013504953,117.45383522727273,-198.56894,1241.7179,110.84061,432.44495,-18.984291,105.36351,29.221115,46.04621,-2.4637578,45.06458,2.512456,44.424084,-5.9827213,32.09219,-3.3348157,45.17416,-12.693873,34.121796,-0.7061534,46.206047,-15.038707,75.0364,-2.4299977,81.096146,2.6628478,56.10829,5.2978597,48.055916,-8.04851,82.48065,0.39625984,65.66395,-5.4258113,68.70466,1.5778663,111.425514,-0.77686733,76.6801,3.7072194,61.749393,classical
076. Aaron Copland - Fanfare for The Common Man.wav,0.37654024,0.09925937,0.05534728,0.0012091756,1660.5482196515504,693940.7043125058,1666.8676805286316,278377.4865072213,3073.35641583422,2559141.6661112388,0.1009974996371904,0.004204752479265563,-0.00020869188,0.0032274993,-0.00020041649,0.0003465003,117.45383522727273,-242.37404,6750.438,114.07941,2499.8235,-22.476156,590.7205,15.797966,218.7156,-1.9155432,303.67496,6.367384,143.16945,-0.59169316,73.06659,3.9931724,58.67216,-1.9176645,98.00616,0.990864,89.31777,-2.9683464,67.22803,0.46888125,78.78991,0.7004849,48.814503,4.140715,60.214058,0.3341666,69.26126,-0.09070977,104.889984,-2.4309554,68.555244,2.3635178,108.10875,-0.5572541,47.744118,-1.4588774,55.59965,classical
077. Southwest German Chamber Orchestra - Oboe Concerto in D Minor.wav,0.18385409,0.082566634,0.07048719,0.0008883705,1490.244704944275,28454.02698596996,1167.8868180474644,12721.939362294685,2538.2513182082043,190808.0351906324,0.11163424559791021,0.00039048796147800796,-5.192879e-05,0.005683711,-3.79089e-05,3.269415e-05,135.99917763157896,-284.3088,539.83575,123.69862,158.38802,-76.48391,271.58978,12.565141,134.61069,-21.405254,56.474247,-17.49324,57.32143,-6.7532215,33.791313,-30.067713,64.87357,-22.911459,119.46582,-9.3736315,170.58708,1.3472552,151.43102,1.7928734,166.96878,1.2237251,179.306,-2.2148278,182.46616,1.591688,167.4061,12.023596,137.92853,12.217378,103.49862,4.102602,132.85223,1.9077972,175.73,6.3066688,220.64856,classical
"078. Ludwig van Beethoven - Piano Sonata No. 8 in C Minor, Op. 13 _Pathétique_.wav",0.23276749,0.08235607,0.021565355,0.00016982309,474.0114300557089,4387.486019754792,671.6420659829176,18972.33247433989,679.3375588053889,20254.089704618244,0.030238668246904025,4.016457122848658e-05,1.1020318e-06,0.00058175315,1.1378791e-05,8.904391e-06,46.142578125,-472.13376,1545.712,183.9881,667.2563,57.37194,377.74387,4.8436465,186.9748,8.56389,43.697746,5.9377728,87.03051,-4.380845,113.54673,-7.6160173,49.287556,-7.6992846,38.732708,-7.5269294,30.533075,-7.6761456,44.472626,-9.419872,51.940216,-8.393188,44.681305,-4.345227,37.626568,-4.288007,48.768066,-6.346765,66.26543,-3.8536003,33.585304,-0.35863733,43.321426,-0.36485013,36.83605,-0.84401625,41.11218,classical
079. François Adrien Boieldieu - Concerto for Harp & Orchestra in C Major.wav,0.23498866,0.085222885,0.07580021,0.0020362257,986.416189223907,139119.05049454817,1205.893177877699,91825.85342445018,1520.7324710054663,755809.8924004416,0.057661026993034055,0.0006093786200390732,-5.83992e-07,0.0058336207,-1.3563172e-05,0.00047284656,99.38401442307692,-275.3905,10691.386,160.40393,300.79483,1.606824,888.6293,17.926588,93.90805,-2.3268366,161.98921,-14.328703,110.6214,-18.566427,81.08907,-12.587798,96.404655,-11.983708,118.70344,-4.718521,120.50819,-3.667383,96.51395,-4.5961847,154.08853,-9.719912,143.95941,-6.4093113,102.150635,-4.2772717,61.408173,-3.5558999,48.0948,-6.932713,52.589542,-3.588187,60.836338,0.42029044,109.96523,-0.22572067,70.869415,classical
"08  Bruch - Violin Concerto No. 1 in G minor, Op. 26; II. Adagio.flac",0.2266223,0.083380304,0.033695817,0.00050848065,1236.1829983646921,100028.8968492912,1429.7622144100994,58867.88830691389,2317.1193220297987,516356.1836440535,0.06430233226102941,0.0004724902227219717,-6.6417977e-07,0.0015173609,-1.4578572e-05,1.8343246e-05,107.666015625,-337.11725,7120.456,143.87497,368.97586,-16.113138,707.09784,24.600706,84.51404,-12.417966,101.509056,-15.037867,41.61195,-19.825052,61.287334,-14.25666,49.423965,-14.138793,61.04494,-12.464987,47.20835,-17.683685,59.98027,-6.850452,97.509,-5.852785,78.72909,-8.154568,54.297493,-5.6864676,98.13187,-2.5701618,93.77844,-5.63442,79.56327,-6.5289636,52.613087,-11.28573,54.314445,-7.4019947,134.2226,classical
08  Debussy - Suite bergamasque; III. Clair de lune.flac,0.23707144,0.08253799,0.06823507,0.00076553726,774.0863180811496,25736.859438616506,711.0864884883871,19648.778773651033,1204.2343848260932,57730.30925388076,0.054458854368227554,0.00022084714807526777,-3.237789e-06,0.0047734845,-5.5726705e-05,0.00012877466,117.45383522727273,-309.68774,1612.8994,208.07402,246.07489,-19.798834,560.7414,-11.491672,126.41318,-0.5977133,261.11295,-19.440847,123.16577,-20.244555,48.493202,-16.017166,55.929955,-17.173563,64.69208,-13.573441,62.929245,-7.0666513,57.762646,-6.724125,75.67439,-7.8130655,70.27963,-6.024774,95.21076,-4.6529055,68.489525,-1.8420304,55.877636,-1.8871686,93.08174,-4.0501666,76.40055,-3.748612,87.59927,-4.043954,79.835655,classical
"08  Elgar - Military March No. 1 in D major, Op. 39, ''Pomp and Circumstance''.flac",0.29381037,0.08109691,0.087158814,0.0009978077,1309.7919834034321,60205.50696808124,1599.096940903064,73266.58735929725,2441.1519053550696,371151.61804698175,0.06620670472136223,0.00029002664681747174,1.0526634e-06,0.0062894477,-1.619831e-05,0.00061669986,99.38401442307692,-176.80579,3919.8474,150.69543,257.11444,-20.977642,246.45143,21.874413,54.560116,-10.659143,40.6519,-1.936901,36.082104,-13.419211,33.83534,-2.9035947,26.022415,-13.532615,30.369812,-6.6729164,37.706543,-10.532231,30.588804,-6.991292,21.43522,-6.5153728,35.119568,-4.7543864,23.980753,-9.501026,31.711454,-4.2689962,24.393604,-9.533767,23.172644,-0.7299534,32.548374,-5.327931,40.115963,-4.690945,47.28153,classical
"08  Händel - Oboe Concerto No. 3 in G minor, HWV 287; III. Sarabande- Largo.flac",0.19344094,0.0786537,0.05828516,0.0006662011,1545.006346903347,35003.39755001944,1514.9889117319276,24913.942593922453,2826.807906679325,192601.43259893148,0.1143402005127709,0.0005575468696526083,-0.0009118721,0.0039548,-0.00031679406,1.2507163e-05,161.4990234375,-257.00214,2292.38,128.08618,166.3657,-34.652317,234.95738,36.34505,155.55751,-8.990428,95.06408,3.085314,42.517265,-8.644867,67.02036,-5.788051,90.93973,0.72639,76.26506,0.6239009,79.199936,-10.050688,226.96597,-11.682994,124.83429,-8.085656,85.99682,-1.4430125,222.45792,0.4654248,92.671104,2.128496,74.74389,-1.7816873,50.16404,6.4984565,136.30998,1.734704,135.5415,-4.476955,156.02432,classical
"08  J. S. Bach - St. Matthew Passion, BWV 244; Part II; Wir setzen uns mit Tranen nieder.flac",0.29119092,0.08438295,0.07644451,0.00086925697,1360.0573409604901,25628.831823645516,1443.1466710444959,43575.39549555443,2519.2597663808533,139304.1621634857,0.07393076988196594,0.00012356404275335373,-7.3099824e-07,0.005001777,-1.5032645e-05,0.0003507613,123.046875,-195.14558,1195.4592,153.09576,225.1114,-44.45139,180.5532,20.669,125.134674,-5.93675,145.54716,-12.324359,59.887672,-9.904313,119.4597,-8.592247,90.2421,-25.291471,79.945435,0.46238968,91.64618,-5.661913,150.74129,-0.03751489,127.6149,-0.1305816,149.0862,0.12343387,138.478,-3.6361182,92.51316,-1.8785917,86.19495,-2.5652301,67.82393,1.8811823,50.26375,-1.4230461,56.134583,-3.6188662,65.85248,classical
08  Johann Strauss II - Das Spitzentuch der Konigin- Rosen aus dem Suden (Roses from the south).flac,0.27632368,0.08521912,0.04423058,0.0007409557,1468.3864930554423,135171.57756919097,1606.235225445873,79551.75064188207,2720.6835483988,517171.392118449,0.08078749334849071,0.0007416615397511326,-6.2201652e-06,0.0020545435,-6.375994e-05,0.0001702084,172.265625,-270.09625,7384.398,137.65259,778.25604,-25.976677,335.48804,21.106728,83.67329,-7.4142876,120.857704,-0.7460219,89.35658,-10.965185,72.52325,1.3196982,67.50016,-6.417924,82.60609,-0.7573775,86.91444,-7.6484194,113.96151,-11.417331,155.5411,-10.1296215,89.379944,-3.6308799,75.909966,-5.249365,38.772923,-1.5093468,34.602455,-4.6271563,43.89378,0.31402344,65.86332,-3.6358957,70.65218,1.689274,113.435005,classical
"08  Mozart - Piano Concerto No. 21 in C major, K. 467, ''Elvira Madigan''; II. Andante.flac",0.23754215,0.082982354,0.03832165,0.00028678135,731.4467059084423,19573.42298080765,948.3785109674598,20671.117007526413,1144.5514123875291,77949.92472264446,0.05178124395317337,0.00027929611338325364,-0.000720704,0.0015686632,-0.0005528175,3.4304652e-05,184.5703125,-362.41412,1909.4377,188.12152,213.95998,13.664483,393.47925,9.819687,91.644295,5.673499,68.66428,0.53990304,81.43069,1.0744612,65.40788,-3.8040383,96.797966,-4.588557,74.69514,-3.9416864,99.28045,-4.2313404,113.646355,-1.1495678,87.58186,1.4998711,110.94872,0.008335739,148.15787,1.9297181,84.2878,2.0795631,52.741776,-2.5667129,54.89735,-3.8157558,80.622505,0.8856579,107.827736,5.2193866,116.99899,classical
"08  Puccini - Tosca, Act III; E lucevan le stelle.flac",0.23179282,0.091869384,0.055035163,0.0009972096,1929.6806704144383,264788.33173216303,1761.6666250629294,54107.63585123869,3018.940078215702,502528.6021909903,0.12892741389318885,0.003539268736639152,-0.010664057,0.003043548,-7.697468e-06,0.0002688714,184.5703125,-262.32397,5658.875,84.824486,1052.4113,-42.54795,763.25476,18.504364,185.7333,-1.3859104,189.23586,-21.129635,76.23911,-17.136444,105.930016,6.130327,105.05091,-29.075066,149.1725,-1.5756611,100.2732,4.2760468,182.46242,-5.952692,82.291756,-13.780884,85.62629,3.3086448,89.51284,-11.050479,118.42618,-2.371402,136.97357,4.253236,279.57092,8.99693,304.5957,6.4175706,260.5565,6.615093,436.15326,classical
080. Joseph Haydn - Symphony No. 101 (_The Clock_).wav,0.24300458,0.08703986,0.084644265,0.0032518161,1890.9371518839064,152632.3433094699,1902.7995040752462,98813.90413567949,3539.903594687258,795630.5008194431,0.10500390020317338,0.00044183078284008994,-2.9630728e-06,0.008026686,-1.6112805e-05,0.00055806595,92.28515625,-223.56119,26339.91,107.08238,781.4603,-29.445074,306.61993,20.191898,127.87345,-8.067122,77.22888,-3.6609647,53.519905,-10.995852,68.96241,-5.686277,35.791267,-13.730157,42.33649,-8.38191,56.960876,-12.253508,52.204517,0.32856953,101.889244,3.8528879,145.23372,3.6138134,83.13041,-2.8622,81.31616,-3.3079112,62.07486,-6.148046,79.49812,3.8774958,69.31506,-0.55199707,109.463234,-7.006491,74.20343,classical
"081. Sir Edward Elgar - Enigma Variations, Op. 36.wav",0.2625301,0.08600139,0.024828542,0.00017899225,1113.286748507645,47256.72700846794,1281.6873612949873,19855.947437872135,2016.346140764077,167623.77967274483,0.060206741002321984,0.0003749392469998631,6.983026e-07,0.00074429705,3.1062177e-06,6.5760228e-06,135.99917763157896,-365.19653,3542.047,154.78648,406.0691,-37.22147,265.17178,26.511253,254.18474,0.045746133,136.63948,-6.345821,96.29007,-11.806783,114.13769,-15.215174,81.36393,-12.407953,81.527435,-4.3128824,49.155464,-10.482382,52.259342,-10.893423,78.2703,-8.897872,66.95249,-6.021633,89.18159,-2.393593,63.618084,-0.91568846,108.33992,-3.4539995,154.93178,-3.594461,127.04071,-7.857556,88.92955,-4.6746197,82.53586,classical
"082. Piotr Ilyich Tchaikovsky - The Nutcracker, Ballet Suite, Op. 71a.wav",0.26699543,0.08533019,0.031109786,0.0002635607,1431.5693647559103,117073.06938609382,1777.5969483486865,147333.75817381908,2720.5002161740517,1268546.104337464,0.08236231375773993,0.0016139181139534753,-4.993938e-07,0.0010523262,6.597013e-09,3.3242326e-05,67.99958881578948,-301.6814,2998.763,141.74118,428.51752,-15.097183,198.34656,16.014645,72.11472,3.4072652,75.778435,-3.62268,58.85832,-4.3631883,107.115974,-1.9527686,75.61834,-17.209185,107.92959,-3.4088955,96.56194,-14.104533,129.36238,-0.8923816,130.28029,-8.506897,105.652916,5.3341293,84.01083,-5.582893,105.09094,-0.62288517,88.267654,-5.5890465,121.69081,-2.2583327,128.75638,1.5282811,72.69067,0.61485887,120.72024,classical
